,RMSE_test,train_ARI,test_ARI,loglike,RMSE_train,RMSE_test_std,train_ARI_std,test_ARI_std,loglike_std,RMSE_train_std,method,missing_rate
77,,0.7337174691633328,0.774414921970662,-10.0,,,0.0,1.1102230246251563e-16,0.0,,KMeans+mode,0.3
78,,0.704703064507491,0.6994673776403417,-10.0,,,1.1102230246251563e-16,1.1102230246251563e-16,0.0,,KMeans+median,0.3
79,0.8615344538216512,0.0,0.0019489175958971403,-19.194560637501915,0.7777917600878372,0.027082628093240326,0.0,0.00688679493854805,0.0,0.009236625558739772,EM+CC,0.3
80,,0.0002685015847378,-0.0005067522709315,-10.0,,,0.0009371588648722,0.0044910821614892,0.0,,KMeans+CC,0.4
81,,0.7321166328120153,0.6545758210834193,-10.0,,,0.0,0.0,0.0,,KMeans+mean,0.4
82,,0.6094937370319624,0.6854327372522937,-10.0,,,0.0,0.0,0.0,,KMeans+mode,0.4
83,,0.9243896878939586,0.9351083158334562,-10.0,,,0.0,0.0,0.0,,KMeans+median,0.4
84,0.8766719124470566,0.0,6.3997823384827e-05,-18.825455724931086,0.7738893175552535,0.024721423825669796,0.0,0.00833142426365099,0.0,0.01757398002890854,EM+CC,0.4
85,,-0.0004014717274479,0.001811812162788,-10.0,,,0.0011253519059484,0.0041782411266895,0.0,,KMeans+CC,0.5
86,,0.5832298153298896,0.600644511486824,-10.0,,,1.1102230246251563e-16,1.1102230246251563e-16,0.0,,KMeans+mean,0.5
87,,0.2360848077579406,0.3996498281124374,-10.0,,,5.551115123125783e-17,0.0,0.0,,KMeans+mode,0.5
88,,0.8950665131941736,0.85806358783832,-10.0,,,1.1102230246251563e-16,1.1102230246251563e-16,0.0,,KMeans+median,0.5
89,0.8786575598537274,0.0,0.0050898440041287525,-18.647858322913113,0.7979284168856994,0.023156922041906856,0.0,0.009233071732645282,0.0,0.01330305328583982,EM+CC,0.5
90,,0.0002267341513253,0.0002889595878762,-10.0,,,0.0007777978461039,0.0064314026943415,0.0,,KMeans+CC,0.6
91,,0.2858597003795772,0.2585068486434285,-10.0,,,5.551115123125783e-17,0.0,0.0,,KMeans+mean,0.6
92,,0.122084233461071,0.2468225639337926,-10.0,,,0.0,2.775557561562892e-17,0.0,,KMeans+mode,0.6
93,,0.4466557818430893,0.3692954980620407,-10.0,,,5.551115123125783e-17,0.0,0.0,,KMeans+median,0.6
94,0.8889901738999821,0.0,0.006242055980991005,-20.708668619864724,0.7992596472015475,0.023728685371993668,0.0,0.0066574847016744165,0.0,0.012918087777237353,EM+CC,0.6
95,,-0.0003657843029761,-0.0011289567594401,-10.0,,,0.0010116796421701,0.0038091302735373,0.0,,KMeans+CC,0.7
96,,0.1730670044952043,0.2182772404711695,-10.0,,,0.0,0.0,0.0,,KMeans+mean,0.7
97,,0.0691212382686021,0.0857189643290678,-10.0,,,0.0,0.0,0.0,,KMeans+mode,0.7
98,,0.2704171945237568,0.311824629244528,-10.0,,,0.0,0.0,0.0,,KMeans+median,0.7
99,0.8802020358914465,0.0,-0.0005179774927266453,-16.983724042157014,0.7882408854800161,0.01704250659330331,0.0,0.00844643023312112,0.0,0.021148413678670427,EM+CC,0.7
100,,0.0001462585603183,0.0010162085257196,-10.0,,,0.0007107149475119,0.0034743347923218,0.0,,KMeans+CC,0.8
101,,0.0576683561146884,0.0694413000476913,-10.0,,,1.3877787807814457e-17,0.0,0.0,,KMeans+mean,0.8
102,,0.0255632002336786,0.0159597551915458,-10.0,,,0.0,0.0,0.0,,KMeans+mode,0.8
103,,0.0901068064292007,0.0992018572109877,-10.0,,,1.3877787807814457e-17,0.0,0.0,,KMeans+median,0.8
104,0.9008392399238072,0.0,0.004071626444470445,-21.359240725536786,0.7884535849828714,0.027254060472854905,0.0,0.006000623986869708,0.0,0.017009238421246194,EM+CC,0.8
105,,0.0001316752919051,-0.0008098039939776,-10.0,,,0.0010354555051519,0.0055939640095865,0.0,,KMeans+CC,0.9
106,,0.0064212960375963,0.0061531640006766,-10.0,,,0.0,1.734723475976807e-18,0.0,,KMeans+mean,0.9
107,,0.0072700559161702,0.0078603084691912,-10.0,,,1.734723475976807e-18,1.734723475976807e-18,0.0,,KMeans+mode,0.9
108,,0.0100332750587443,0.0087902342866809,-10.0,,,0.0,1.734723475976807e-18,0.0,,KMeans+median,0.9
109,0.8957630195586244,0.0,0.009342587043297412,-19.770368735923554,0.7826295916707277,0.002275822723153117,0.0,0.004126812380445506,0.0,0.007920108346847213,EM+CC,0.9
