,mpid,fname,sname,party,url
530,43373,Jim,Shannon,DUP,https://www.publicwhip.org.uk/mp.php?mpid=43373
531,43052,Neil,Shastri-Hurst,Con,https://www.publicwhip.org.uk/mp.php?mpid=43052
532,43401,Alec,Shelbrooke,Con,https://www.publicwhip.org.uk/mp.php?mpid=43401
533,42963,Tulip,Siddiq,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42963
534,43185,David,Simmonds,Con,https://www.publicwhip.org.uk/mp.php?mpid=43185
535,42825,Josh,Simons,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42825
536,43333,Vikki,Slade,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43333
537,43213,Andrew,Slaughter,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43213
538,43298,John,Slinger,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43298
539,43284,Lisa,Smart,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43284
540,43123,Cat,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43123
541,43382,David,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43382
542,43332,Greg,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=43332
543,43183,Jeff,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43183
544,43374,Julian,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=43374
545,43380,Nick,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43380
546,43201,Rebecca,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=43201
547,42993,Sarah,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42993
548,42937,Karin,Smyth,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42937
549,43138,Gareth,Snell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43138
550,42863,Andrew,Snowden,Con,https://www.publicwhip.org.uk/mp.php?mpid=42863
551,43154,Alex,Sobel,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43154
552,43084,Ian,Sollom,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43084
553,43375,Ben,Spencer,Con,https://www.publicwhip.org.uk/mp.php?mpid=43375
554,43328,Patrick,Spencer,Con,https://www.publicwhip.org.uk/mp.php?mpid=43328
555,43410,Gregory,Stafford,Con,https://www.publicwhip.org.uk/mp.php?mpid=43410
556,42990,Euan,Stainbank,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42990
557,42864,Keir,Starmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42864
558,42884,Blake,Stephenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42884
559,43304,Jo,Stevens,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43304
560,43244,Kenneth,Stevenson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43244
561,43368,Elaine,Stewart,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43368
562,43262,Jamie,Stone,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43262
563,42805,Will,Stone,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42805
564,43342,Alistair,Strathern,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43342
565,43121,Wes,Streeting,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43121
566,43068,Alan,Strickland,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43068
567,43416,Mel,Stride,Con,https://www.publicwhip.org.uk/mp.php?mpid=43416
568,43208,Graham,Stringer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43208
